seed,plan_cost,naive_plan_cost,exec_us,rows,lineage,query
295,4370,9075,190,5,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT users.id, SUM(users.age), COUNT(users.id)
FROM users JOIN departments ON users.id = departments.id
GROUP BY users.id;"
296,432,432,144,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.region, t0.id AS c2775, t0.note
FROM markets AS t0
ORDER BY t0.id DESC;"
297,685683,6467110,1084,22,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t2.department_id
FROM orders AS t0 JOIN users AS t1 ON t0.id = t1.id FULL JOIN employees AS t2 ON t0.id = t2.id
WHERE ((t2.id NOT BETWEEN 4 AND 6 OR t1.age != 21) OR t0.id <= 61);"
298,988,988,153,4,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT departments.id
FROM departments
WHERE ((departments.id NOT IN (4, 4, 5, 7) OR departments.id NOT IN (2, 5)) OR (departments.id NOT BETWEEN 3 AND 27 OR departments.id IS NULL));"
299,2455,3843,262,0,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT books.price, employees.id AS c7128
FROM employees RIGHT JOIN books ON employees.id = books.id
WHERE ((books.id > 68 OR books.id >= 52) AND (employees.department_id < 6 OR employees.department_id != 1))
ORDER BY books.price DESC;"
300,1126398,2251983,2203,3,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 4; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 5,"SELECT orders.id AS c9121
FROM orders LEFT JOIN departments ON orders.id = departments.id RIGHT JOIN books ON departments.id = books.id
WHERE orders.customer_id <= 497
ORDER BY orders.id ASC;"
301,3967,6092,289,3,implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT users.id, COUNT(markets.id), SUM(markets.id)
FROM users JOIN markets ON users.id = markets.id
GROUP BY users.id;"
302,74482,410460,402,10,transformation 0 JoinCommutativity: 1; transformation 10 ProjectionPushdownThroughJoin: 3; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 2; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 3,"SELECT regions.id, customers.region_id, employees.id
FROM regions FULL JOIN employees ON regions.id = employees.id JOIN customers ON regions.id = customers.id
ORDER BY customers.region_id ASC, employees.id ASC, regions.id ASC;"
303,1832,1832,166,8,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT employees.id, employees.department_id
FROM employees
WHERE ((employees.id <= 33 OR employees.id = 3) OR (employees.department_id NOT IN (5) AND employees.id = 67));"
304,1342,1342,138,11,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT employees.department_id AS c3770
FROM employees;"
305,1822,1822,173,2,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT regions.id AS c2143, COUNT(*), COUNT(*)
FROM regions
WHERE regions.id IN (3, 10, 89)
GROUP BY regions.id;"
306,3097,6272,186,5,transformation 0 JoinCommutativity: 1; transformation 7 FilterToJoinPredicate: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT employees.id, employees.department_id, SUM(employees.id), SUM(employees.department_id) AS c8963
FROM employees JOIN departments ON employees.id = departments.id
WHERE (departments.id <= 3 OR (employees.id = 68 OR employees.id <= 6))
GROUP BY employees.id, employees.department_id;"
307,1307657,1553663,2492,4,implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT t0.note AS c4138
FROM markets AS t0 JOIN regions AS t1 ON t0.id = t1.id RIGHT JOIN orders AS t2 ON t0.id = t2.id
WHERE ((t2.customer_id = 298 OR t0.region = 'AMERICA') OR t0.region != 'AMERICA')
GROUP BY t0.note;"
308,1092,1092,179,1,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT departments.id, COUNT(*) AS c9125
FROM departments
WHERE (departments.id > 56 OR departments.id = 4)
GROUP BY departments.id
ORDER BY departments.id DESC;"
309,563,563,166,1,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id AS c7541, COUNT(t0.id)
FROM markets AS t0
WHERE (t0.note != 'Fast lane' AND (t0.id = 3 OR t0.note = 'Old World'))
GROUP BY t0.id;"
310,797661,7099420,1142,7,transformation 0 JoinCommutativity: 1; transformation 11 OuterJoinToInner: 2; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT t1.id, t2.id, SUM(t2.id)
FROM customers AS t0 RIGHT JOIN users AS t1 ON t0.id = t1.id LEFT JOIN orders AS t2 ON t0.id = t2.id
WHERE (t2.customer_id < 243 OR (t2.id >= 38 AND t2.customer_id = 302))
GROUP BY t1.id, t2.id
ORDER BY t2.id ASC;"
311,675695,1550433,1021,2,transformation 5 FilterPushdownThroughJoin: 1; transformation 10 ProjectionPushdownThroughJoin: 3; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 2; implementation 6 ImplementHashJoin: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.region, t1.customer_id AS c7183
FROM markets AS t0 RIGHT JOIN orders AS t1 ON t0.id = t1.id
WHERE ((t0.id <= 3 OR t0.note = 'Fast lane') AND (t0.note != 'North, South' OR t0.note = 'Fast lane'))
ORDER BY t0.region ASC;"
312,1308302,2255560,1399,5,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 4,"SELECT t1.id, t0.id
FROM departments AS t0 LEFT JOIN orders AS t1 ON t0.id = t1.id JOIN employees AS t2 ON t1.id = t2.id;"
313,678803,2255816,988,2,implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT employees.id, orders.id AS c4699, orders.customer_id
FROM departments JOIN orders ON departments.id = orders.id LEFT JOIN employees ON departments.id = employees.id
WHERE employees.department_id NOT BETWEEN 5 AND 33;"
314,2840,2840,185,13,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.age, t0.id
FROM users AS t0
WHERE (t0.age > 5 AND t0.id != 2)
GROUP BY t0.age, t0.id;"
315,2638,5548,220,5,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 2; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id
FROM regions AS t0 JOIN departments AS t1 ON t0.id = t1.id
WHERE t1.id IS NOT NULL
GROUP BY t0.id;"
316,822,822,162,3,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT books.id
FROM books
GROUP BY books.id;"
317,1305606,1550366,1945,5000,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT orders.id AS c7996, books.price
FROM books FULL JOIN orders ON books.id = orders.id;"
318,4668,7332,236,4,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT books.price, books.id
FROM books FULL JOIN employees ON books.id = employees.id RIGHT JOIN regions ON employees.id = regions.id
GROUP BY books.price, books.id;"
319,563,563,148,3,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT books.id AS c9150, books.price, COUNT(books.id)
FROM books
WHERE ((books.price IN (76, 77) AND books.id BETWEEN 1 AND 96) OR books.price IN (55, 66, 77))
GROUP BY books.id, books.price;"
320,70514,436342,469,11,transformation 0 JoinCommutativity: 1; transformation 10 ProjectionPushdownThroughJoin: 3; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 2; implementation 6 ImplementHashJoin: 1,"SELECT customers.region_id, employees.id
FROM customers JOIN employees ON customers.id = employees.id;"
321,495125,702625,868,10,transformation 0 JoinCommutativity: 1; transformation 2 FilterSplit: 1; transformation 7 FilterToJoinPredicate: 1; implementation 0 ImplementTable: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id AS c6071, COUNT(*), COUNT(*) AS c7241
FROM regions AS t0 CROSS JOIN customers AS t1
WHERE ((t1.id >= 59 OR t0.id IS NULL) AND t1.id = 126)
GROUP BY t0.id;"
322,111676,403466,462,500,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 4,"SELECT t1.region_id, t1.id, t2.price
FROM regions AS t0 RIGHT JOIN customers AS t1 ON t0.id = t1.id LEFT JOIN books AS t2 ON t0.id = t2.id;"
323,112483,650703,353,3,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 4; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; enforcer 0 SortEnforcer: 4,"SELECT t0.region_id
FROM customers AS t0 RIGHT JOIN users AS t1 ON t0.id = t1.id RIGHT JOIN markets AS t2 ON t1.id = t2.id
WHERE t1.id < 14
ORDER BY t0.region_id ASC;"
324,678284,2255244,928,3,transformation 0 JoinCommutativity: 2; transformation 1 JoinAssociativity: 3; transformation 5 FilterPushdownThroughJoin: 2; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; implementation 6 ImplementHashJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT orders.id AS c4187, regions.id
FROM departments JOIN orders ON departments.id = orders.id LEFT JOIN regions ON departments.id = regions.id
WHERE regions.id < 4;"
325,1881,5932,317,4,transformation 0 JoinCommutativity: 2; transformation 2 FilterSplit: 4; transformation 5 FilterPushdownThroughJoin: 4; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT markets.note AS c7216, books.price
FROM departments CROSS JOIN markets LEFT JOIN books ON markets.id = books.id
WHERE ((departments.id != 2 AND markets.note = 'Old World') AND (departments.id BETWEEN 1 AND 5 OR departments.id >= 41));"
326,2074,2074,160,17,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1,"SELECT t0.age
FROM users AS t0;"
327,6154,6154,269,11,implementation 0 ImplementTable: 1; implementation 3 ImplementProjection: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 2,"SELECT t0.age
FROM users AS t0
GROUP BY t0.age
ORDER BY t0.age ASC;"
328,14356396,44723198,27321,54310,transformation 0 JoinCommutativity: 2; transformation 5 FilterPushdownThroughJoin: 2; transformation 8 CrossJoinToJoin: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT employees.department_id
FROM orders CROSS JOIN employees LEFT JOIN regions ON employees.id = regions.id
WHERE ((employees.id <= 25 OR orders.id NOT BETWEEN 47 AND 184) OR orders.id IS NULL);"
329,3541,5858,367,3,transformation 5 FilterPushdownThroughJoin: 1; transformation 10 ProjectionPushdownThroughJoin: 4; implementation 0 ImplementTable: 2; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 3; implementation 6 ImplementHashJoin: 1; enforcer 0 SortEnforcer: 1,"SELECT t0.id
FROM markets AS t0 JOIN users AS t1 ON t0.id = t1.id
WHERE (t0.id != 2 OR t0.id != 1)
ORDER BY t0.id ASC;"
330,104084,158984,1037,0,transformation 0 JoinCommutativity: 1; transformation 5 FilterPushdownThroughJoin: 5; transformation 7 FilterToJoinPredicate: 1; transformation 11 OuterJoinToInner: 1; implementation 0 ImplementTable: 3; implementation 1 ImplementFilter: 2; implementation 3 ImplementProjection: 1; implementation 4 ImplementJoin: 1; implementation 7 ImplementMergeJoin: 1; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 4,"SELECT books.price, employees.id, COUNT(*)
FROM customers LEFT JOIN books ON customers.id = books.id FULL JOIN employees ON customers.id = employees.id
WHERE ((customers.id > 96 AND employees.department_id != 32) AND (employees.id > 5 OR books.id IS NOT NULL))
GROUP BY books.price, employees.id
ORDER BY books.price DESC, employees.id DESC;"
331,15545500,1755762000,24523,50490,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 5 ImplementCrossJoin: 1; implementation 7 ImplementMergeJoin: 1; enforcer 0 SortEnforcer: 2,"SELECT t2.region_id, t2.id
FROM orders AS t0 CROSS JOIN regions AS t1 FULL JOIN customers AS t2 ON t1.id = t2.id;"
332,1610,1610,139,10,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT regions.id AS c7728
FROM regions
WHERE regions.id IS NOT NULL;"
333,1415505,2476425,3742,6,transformation 0 JoinCommutativity: 1; implementation 0 ImplementTable: 3; implementation 3 ImplementProjection: 1; implementation 7 ImplementMergeJoin: 2; implementation 8 ImplementAggregation: 1; enforcer 0 SortEnforcer: 3,"SELECT departments.id, COUNT(*)
FROM orders FULL JOIN departments ON orders.id = departments.id LEFT JOIN customers ON departments.id = customers.id
GROUP BY departments.id;"
334,1775,1775,152,10,implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT regions.id AS c1480
FROM regions
WHERE regions.id IS NOT NULL
ORDER BY regions.id DESC;"
335,433,433,131,0,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1; enforcer 0 SortEnforcer: 1,"SELECT books.price, books.id
FROM books
WHERE (books.price < 44 AND (books.price IN (55, 55, 66, 66) AND books.price != 77))
ORDER BY books.price DESC, books.id DESC;"
336,1222,1222,133,1,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT t0.department_id
FROM employees AS t0
WHERE ((t0.department_id = 12 AND t0.department_id < 35) AND (t0.id IN (4) OR t0.department_id != 31));"
337,2432,2432,210,10,transformation 6 InToOrChain: 1; implementation 0 ImplementTable: 1; implementation 1 ImplementFilter: 1; implementation 3 ImplementProjection: 1,"SELECT users.id, users.age
FROM users
WHERE users.age IN (1, 21, 33, 64);"
